year,source,measure,value
1982,Population_and_vital_statistics,divorces_000_inhabitant,2.7
1982,Population_and_vital_statistics,abortion_total,78682
1982,Population_and_vital_statistics,abortion_000_live_birth,58.9
1982,Population_and_vital_statistics,fertitlity_rate_total,1.78
1982,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.63
1982,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.18
1982,Population_and_vital_statistics,death_by_infectious_and_parasitic,1363
1982,Population_and_vital_statistics,death_by_neoplasm,28641
1982,Population_and_vital_statistics,death_by_circulatory_system_disease,77801
1982,Population_and_vital_statistics,death_by_respitory_system_disease,7825
1982,Population_and_vital_statistics,death_by_digestive_system_disease,7376
1982,Population_and_vital_statistics,death_by_accidents,7318
1982,Population_and_vital_statistics,death_by_suicides,4659
1982,Population_and_vital_statistics,death_by_other,9335
1983,Population_and_vital_statistics,population_0101_000,10671
1983,Population_and_vital_statistics,live_birth_total,127258
1983,Population_and_vital_statistics,live_birth_000_inhabitant,11.9
1983,Population_and_vital_statistics,deaths_total,148643
1983,Population_and_vital_statistics,deaths_000_inhabitant,13.9
1983,Population_and_vital_statistics,natural_incr_decr_toal,-21385
1983,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-2.0
1983,Population_and_vital_statistics,infant_mortality_000_live_born,19.0
1983,Population_and_vital_statistics,marriages_total,75969
1983,Population_and_vital_statistics,marriages_000_inhabitant,7.1
1983,Population_and_vital_statistics,divorces_total,29337
1983,Population_and_vital_statistics,divorces_000_inhabitant,2.8
1983,Population_and_vital_statistics,abortion_total,78599
1983,Population_and_vital_statistics,abortion_000_live_birth,61.8
1983,Population_and_vital_statistics,fertitlity_rate_total,1.73
1983,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.08
1983,Population_and_vital_statistics,avg_life_expect_at_birth_F,72.99
1983,Population_and_vital_statistics,death_by_infectious_and_parasitic,1377
1983,Population_and_vital_statistics,death_by_neoplasm,28826
1983,Population_and_vital_statistics,death_by_circulatory_system_disease,79355
1983,Population_and_vital_statistics,death_by_respitory_system_disease,8758
1983,Population_and_vital_statistics,death_by_digestive_system_disease,8106
1983,Population_and_vital_statistics,death_by_accidents,7716
1983,Population_and_vital_statistics,death_by_suicides,4911
1983,Population_and_vital_statistics,death_by_other,9594
1984,Population_and_vital_statistics,population_0101_000,10640
1984,Population_and_vital_statistics,live_birth_total,125359
1984,Population_and_vital_statistics,live_birth_000_inhabitant,11.8
1984,Population_and_vital_statistics,deaths_total,146709
1984,Population_and_vital_statistics,deaths_000_inhabitant,13.8
1984,Population_and_vital_statistics,natural_incr_decr_toal,-21350
1984,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-2.0
1984,Population_and_vital_statistics,infant_mortality_000_live_born,20.4
1984,Population_and_vital_statistics,marriages_total,74951
1984,Population_and_vital_statistics,marriages_000_inhabitant,7.1
1984,Population_and_vital_statistics,divorces_total,28711
1984,Population_and_vital_statistics,divorces_000_inhabitant,2.7
1984,Population_and_vital_statistics,abortion_total,82191
1984,Population_and_vital_statistics,abortion_000_live_birth,65.6
1984,Population_and_vital_statistics,fertitlity_rate_total,1.73
1984,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.05
1984,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.16
1984,Population_and_vital_statistics,death_by_infectious_and_parasitic,1229
1984,Population_and_vital_statistics,death_by_neoplasm,28911
1984,Population_and_vital_statistics,death_by_circulatory_system_disease,78653
1984,Population_and_vital_statistics,death_by_respitory_system_disease,7637
1984,Population_and_vital_statistics,death_by_digestive_system_disease,8226
1984,Population_and_vital_statistics,death_by_accidents,7624
1984,Population_and_vital_statistics,death_by_suicides,4900
1984,Population_and_vital_statistics,death_by_other,9529
1985,Population_and_vital_statistics,population_0101_000,10599
1985,Population_and_vital_statistics,live_birth_total,130200
1985,Population_and_vital_statistics,live_birth_000_inhabitant,12.3
1985,Population_and_vital_statistics,deaths_total,147614
1985,Population_and_vital_statistics,deaths_000_inhabitant,14.0
1985,Population_and_vital_statistics,natural_incr_decr_toal,-17414
1985,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.6
1985,Population_and_vital_statistics,infant_mortality_000_live_born,20.4
1985,Population_and_vital_statistics,marriages_total,73238
1985,Population_and_vital_statistics,marriages_000_inhabitant,6.9
1985,Population_and_vital_statistics,divorces_total,29309
1985,Population_and_vital_statistics,divorces_000_inhabitant,2.8
1985,Population_and_vital_statistics,abortion_total,81970
1985,Population_and_vital_statistics,abortion_000_live_birth,63.0
1985,Population_and_vital_statistics,fertitlity_rate_total,1.83
1985,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.09
1985,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.07
1985,Population_and_vital_statistics,death_by_infectious_and_parasitic,1103
1985,Population_and_vital_statistics,death_by_neoplasm,28893
1985,Population_and_vital_statistics,death_by_circulatory_system_disease,79725
1985,Population_and_vital_statistics,death_by_respitory_system_disease,7565
1985,Population_and_vital_statistics,death_by_digestive_system_disease,8044
1985,Population_and_vital_statistics,death_by_accidents,8217
1985,Population_and_vital_statistics,death_by_suicides,4725
1985,Population_and_vital_statistics,death_by_other,9342
1986,Population_and_vital_statistics,population_0101_000,10560
1986,Population_and_vital_statistics,live_birth_total,128204
1986,Population_and_vital_statistics,live_birth_000_inhabitant,12.2
1986,Population_and_vital_statistics,deaths_total,147089
1986,Population_and_vital_statistics,deaths_000_inhabitant,14.0
1986,Population_and_vital_statistics,natural_incr_decr_toal,-18885
1986,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.8
1986,Population_and_vital_statistics,infant_mortality_000_live_born,19.0
1986,Population_and_vital_statistics,marriages_total,72434
1986,Population_and_vital_statistics,marriages_000_inhabitant,6.9
1986,Population_and_vital_statistics,divorces_total,29557
1986,Population_and_vital_statistics,divorces_000_inhabitant,2.8
1986,Population_and_vital_statistics,abortion_total,83586
1986,Population_and_vital_statistics,abortion_000_live_birth,65.2
1986,Population_and_vital_statistics,fertitlity_rate_total,1.83
1986,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.30
1986,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.21
1986,Population_and_vital_statistics,death_by_infectious_and_parasitic,1041
1986,Population_and_vital_statistics,death_by_neoplasm,29876
1986,Population_and_vital_statistics,death_by_circulatory_system_disease,78567
1986,Population_and_vital_statistics,death_by_respitory_system_disease,7698
1986,Population_and_vital_statistics,death_by_digestive_system_disease,8049
1986,Population_and_vital_statistics,death_by_accidents,7823
1986,Population_and_vital_statistics,death_by_suicides,4817
1986,Population_and_vital_statistics,death_by_other,9218
1987,Population_and_vital_statistics,population_0101_000,10509
1987,Population_and_vital_statistics,live_birth_total,125840
1987,Population_and_vital_statistics,live_birth_000_inhabitant,12.0
1987,Population_and_vital_statistics,deaths_total,142601
1987,Population_and_vital_statistics,deaths_000_inhabitant,13.6
1987,Population_and_vital_statistics,natural_incr_decr_toal,-16761
1987,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.6
1987,Population_and_vital_statistics,infant_mortality_000_live_born,17.3
1987,Population_and_vital_statistics,marriages_total,66082
1987,Population_and_vital_statistics,marriages_000_inhabitant,6.3
1987,Population_and_vital_statistics,divorces_total,29856
1987,Population_and_vital_statistics,divorces_000_inhabitant,2.8
1987,Population_and_vital_statistics,abortion_total,84547
1987,Population_and_vital_statistics,abortion_000_live_birth,67.2
1987,Population_and_vital_statistics,fertitlity_rate_total,1.81
1987,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.67
1987,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.74
1987,Population_and_vital_statistics,death_by_infectious_and_parasitic,976
1987,Population_and_vital_statistics,death_by_neoplasm,30210
1987,Population_and_vital_statistics,death_by_circulatory_system_disease,75536
1987,Population_and_vital_statistics,death_by_respitory_system_disease,6335
1987,Population_and_vital_statistics,death_by_digestive_system_disease,7985
1987,Population_and_vital_statistics,death_by_accidents,7879
1987,Population_and_vital_statistics,death_by_suicides,4782
1987,Population_and_vital_statistics,death_by_other,8898
1988,Population_and_vital_statistics,population_0101_000,10464
1988,Population_and_vital_statistics,live_birth_total,124296
1988,Population_and_vital_statistics,live_birth_000_inhabitant,11.9
1988,Population_and_vital_statistics,deaths_total,140042
1988,Population_and_vital_statistics,deaths_000_inhabitant,13.4
1988,Population_and_vital_statistics,natural_incr_decr_toal,-15746
1988,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.5
1988,Population_and_vital_statistics,infant_mortality_000_live_born,15.8
1988,Population_and_vital_statistics,marriages_total,65907
1988,Population_and_vital_statistics,marriages_000_inhabitant,6.3
1988,Population_and_vital_statistics,divorces_total,23868
1988,Population_and_vital_statistics,divorces_000_inhabitant,2.3
1988,Population_and_vital_statistics,abortion_total,87106
1988,Population_and_vital_statistics,abortion_000_live_birth,70.1
1988,Population_and_vital_statistics,fertitlity_rate_total,1.79
1988,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.16
1988,Population_and_vital_statistics,avg_life_expect_at_birth_F,74.03
1988,Population_and_vital_statistics,death_by_infectious_and_parasitic,898
1988,Population_and_vital_statistics,death_by_neoplasm,30238
1988,Population_and_vital_statistics,death_by_circulatory_system_disease,74410
1988,Population_and_vital_statistics,death_by_respitory_system_disease,6013
1988,Population_and_vital_statistics,death_by_digestive_system_disease,7861
1988,Population_and_vital_statistics,death_by_accidents,7770
1988,Population_and_vital_statistics,death_by_suicides,4377
1988,Population_and_vital_statistics,death_by_other,8475
1989,Population_and_vital_statistics,population_0101_000,10421
1989,Population_and_vital_statistics,live_birth_total,123304
1989,Population_and_vital_statistics,live_birth_000_inhabitant,11.9
1989,Population_and_vital_statistics,deaths_total,144695
1989,Population_and_vital_statistics,deaths_000_inhabitant,13.9
1989,Population_and_vital_statistics,natural_incr_decr_toal,-21391
1989,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-2.1
1989,Population_and_vital_statistics,infant_mortality_000_live_born,15.7
1989,Population_and_vital_statistics,marriages_total,66949
1989,Population_and_vital_statistics,marriages_000_inhabitant,6.4
1989,Population_and_vital_statistics,divorces_total,24952
1989,Population_and_vital_statistics,divorces_000_inhabitant,2.4
1989,Population_and_vital_statistics,abortion_total,90508
1989,Population_and_vital_statistics,abortion_000_live_birth,73.4
1989,Population_and_vital_statistics,fertitlity_rate_total,1.78
1989,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.44
1989,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.79
1989,Population_and_vital_statistics,death_by_infectious_and_parasitic,1001
1989,Population_and_vital_statistics,death_by_neoplasm,30834
1989,Population_and_vital_statistics,death_by_circulatory_system_disease,75690
1989,Population_and_vital_statistics,death_by_respitory_system_disease,6916
1989,Population_and_vital_statistics,death_by_digestive_system_disease,8939
1989,Population_and_vital_statistics,death_by_accidents,8297
1989,Population_and_vital_statistics,death_by_suicides,4396
1989,Population_and_vital_statistics,death_by_other,8622
1990,Population_and_vital_statistics,population_0101_000,10375
1990,Population_and_vital_statistics,live_birth_total,125679
1990,Population_and_vital_statistics,live_birth_000_inhabitant,12.1
1990,Population_and_vital_statistics,deaths_total,145660
1990,Population_and_vital_statistics,deaths_000_inhabitant,14.0
1990,Population_and_vital_statistics,natural_incr_decr_toal,-19981
1990,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.9
1990,Population_and_vital_statistics,infant_mortality_000_live_born,14.8
1990,Population_and_vital_statistics,marriages_total,66405
1990,Population_and_vital_statistics,marriages_000_inhabitant,6.4
1990,Population_and_vital_statistics,divorces_total,24888
1990,Population_and_vital_statistics,divorces_000_inhabitant,2.4
1990,Population_and_vital_statistics,abortion_total,90394
1990,Population_and_vital_statistics,abortion_000_live_birth,71.9
1990,Population_and_vital_statistics,fertitlity_rate_total,1.84
1990,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.13
1990,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.71
1990,Population_and_vital_statistics,death_by_infectious_and_parasitic,963
1990,Population_and_vital_statistics,death_by_neoplasm,31221
1990,Population_and_vital_statistics,death_by_circulatory_system_disease,76369
1990,Population_and_vital_statistics,death_by_respitory_system_disease,6644
1990,Population_and_vital_statistics,death_by_digestive_system_disease,9015
1990,Population_and_vital_statistics,death_by_accidents,8760
1990,Population_and_vital_statistics,death_by_suicides,4133
1990,Population_and_vital_statistics,death_by_other,8555
1991,Population_and_vital_statistics,population_0101_000,10373
1991,Population_and_vital_statistics,live_birth_total,127207
1991,Population_and_vital_statistics,live_birth_000_inhabitant,12.3
1991,Population_and_vital_statistics,deaths_total,144813
1991,Population_and_vital_statistics,deaths_000_inhabitant,14.0
1991,Population_and_vital_statistics,natural_incr_decr_toal,-17606
1991,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-1.7
1991,Population_and_vital_statistics,infant_mortality_000_live_born,15.6
1991,Population_and_vital_statistics,marriages_total,61198
1991,Population_and_vital_statistics,marriages_000_inhabitant,5.9
1991,Population_and_vital_statistics,divorces_total,24433
1991,Population_and_vital_statistics,divorces_000_inhabitant,2.4
1991,Population_and_vital_statistics,abortion_total,89931
1991,Population_and_vital_statistics,abortion_000_live_birth,70.7
1991,Population_and_vital_statistics,fertitlity_rate_total,1.85
1991,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.02
1991,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.83
1991,Population_and_vital_statistics,death_by_infectious_and_parasitic,940
1991,Population_and_vital_statistics,death_by_neoplasm,31736
1991,Population_and_vital_statistics,death_by_circulatory_system_disease,75841
1991,Population_and_vital_statistics,death_by_respitory_system_disease,6252
1991,Population_and_vital_statistics,death_by_digestive_system_disease,9188
1991,Population_and_vital_statistics,death_by_accidents,8399
1991,Population_and_vital_statistics,death_by_suicides,3993
1991,Population_and_vital_statistics,death_by_other,8464
1992,Population_and_vital_statistics,population_0101_000,10374
1992,Population_and_vital_statistics,live_birth_total,121724
1992,Population_and_vital_statistics,live_birth_000_inhabitant,11.7
1992,Population_and_vital_statistics,deaths_total,148781
1992,Population_and_vital_statistics,deaths_000_inhabitant,14.3
1992,Population_and_vital_statistics,natural_incr_decr_toal,-27057
1992,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-2.6
1992,Population_and_vital_statistics,infant_mortality_000_live_born,14.1
1992,Population_and_vital_statistics,marriages_total,57005
1992,Population_and_vital_statistics,marriages_000_inhabitant,5.5
1992,Population_and_vital_statistics,divorces_total,21607
1992,Population_and_vital_statistics,divorces_000_inhabitant,2.1
1992,Population_and_vital_statistics,abortion_total,87065
1992,Population_and_vital_statistics,abortion_000_live_birth,71.5
1992,Population_and_vital_statistics,fertitlity_rate_total,1.76
1992,Population_and_vital_statistics,avg_life_expect_at_birth_M,64.55
1992,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.73
1992,Population_and_vital_statistics,death_by_infectious_and_parasitic,960
1992,Population_and_vital_statistics,death_by_neoplasm,32676
1992,Population_and_vital_statistics,death_by_circulatory_system_disease,76258
1992,Population_and_vital_statistics,death_by_respitory_system_disease,6951
1992,Population_and_vital_statistics,death_by_digestive_system_disease,10846
1992,Population_and_vital_statistics,death_by_accidents,8582
1992,Population_and_vital_statistics,death_by_suicides,4000
1992,Population_and_vital_statistics,death_by_other,8508
1993,Population_and_vital_statistics,population_0101_000,10365
1993,Population_and_vital_statistics,live_birth_total,117033
1993,Population_and_vital_statistics,live_birth_000_inhabitant,11.3
1993,Population_and_vital_statistics,deaths_total,150244
1993,Population_and_vital_statistics,deaths_000_inhabitant,14.5
1993,Population_and_vital_statistics,natural_incr_decr_toal,-33211
1993,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.2
1993,Population_and_vital_statistics,infant_mortality_000_live_born,12.5
1993,Population_and_vital_statistics,marriages_total,54099
1993,Population_and_vital_statistics,marriages_000_inhabitant,5.2
1993,Population_and_vital_statistics,divorces_total,22350
1993,Population_and_vital_statistics,divorces_000_inhabitant,2.2
1993,Population_and_vital_statistics,abortion_total,75258
1993,Population_and_vital_statistics,abortion_000_live_birth,64.3
1993,Population_and_vital_statistics,fertitlity_rate_total,1.68
1993,Population_and_vital_statistics,avg_life_expect_at_birth_M,64.53
1993,Population_and_vital_statistics,avg_life_expect_at_birth_F,73.81
1993,Population_and_vital_statistics,death_by_infectious_and_parasitic,966
1993,Population_and_vital_statistics,death_by_neoplasm,32541
1993,Population_and_vital_statistics,death_by_circulatory_system_disease,77373
1993,Population_and_vital_statistics,death_by_respitory_system_disease,7077
1993,Population_and_vital_statistics,death_by_digestive_system_disease,11968
1993,Population_and_vital_statistics,death_by_accidents,8088
1993,Population_and_vital_statistics,death_by_suicides,3694
1993,Population_and_vital_statistics,death_by_other,8537
1994,Population_and_vital_statistics,population_0101_000,10350
1994,Population_and_vital_statistics,live_birth_total,115598
1994,Population_and_vital_statistics,live_birth_000_inhabitant,11.2
1994,Population_and_vital_statistics,deaths_total,146889
1994,Population_and_vital_statistics,deaths_000_inhabitant,14.2
1994,Population_and_vital_statistics,natural_incr_decr_toal,-31291
1994,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.0
1994,Population_and_vital_statistics,infant_mortality_000_live_born,11.5
1994,Population_and_vital_statistics,marriages_total,54114
1994,Population_and_vital_statistics,marriages_000_inhabitant,5.2
1994,Population_and_vital_statistics,divorces_total,23417
1994,Population_and_vital_statistics,divorces_000_inhabitant,2.3
1994,Population_and_vital_statistics,abortion_total,74491
1994,Population_and_vital_statistics,abortion_000_live_birth,64.4
1994,Population_and_vital_statistics,fertitlity_rate_total,1.64
1994,Population_and_vital_statistics,avg_life_expect_at_birth_M,64.84
1994,Population_and_vital_statistics,avg_life_expect_at_birth_F,74.23
1994,Population_and_vital_statistics,death_by_infectious_and_parasitic,881
1994,Population_and_vital_statistics,death_by_neoplasm,32993
1994,Population_and_vital_statistics,death_by_circulatory_system_disease,74182
1994,Population_and_vital_statistics,death_by_respitory_system_disease,6874
1994,Population_and_vital_statistics,death_by_digestive_system_disease,12068
1994,Population_and_vital_statistics,death_by_accidents,7774
1994,Population_and_vital_statistics,death_by_suicides,3625
1994,Population_and_vital_statistics,death_by_other,8492
1995,Population_and_vital_statistics,population_0101_000,10337
1995,Population_and_vital_statistics,live_birth_total,112054
1995,Population_and_vital_statistics,live_birth_000_inhabitant,10.8
1995,Population_and_vital_statistics,deaths_total,145431
1995,Population_and_vital_statistics,deaths_000_inhabitant,14.1
1995,Population_and_vital_statistics,natural_incr_decr_toal,-33377
1995,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.2
1995,Population_and_vital_statistics,infant_mortality_000_live_born,10.7
1995,Population_and_vital_statistics,marriages_total,53463
1995,Population_and_vital_statistics,marriages_000_inhabitant,5.2
1995,Population_and_vital_statistics,divorces_total,24857
1995,Population_and_vital_statistics,divorces_000_inhabitant,2.4
1995,Population_and_vital_statistics,abortion_total,76957
1995,Population_and_vital_statistics,abortion_000_live_birth,68.7
1995,Population_and_vital_statistics,fertitlity_rate_total,1.57
1995,Population_and_vital_statistics,avg_life_expect_at_birth_M,65.25
1995,Population_and_vital_statistics,avg_life_expect_at_birth_F,74.50
1995,Population_and_vital_statistics,death_by_infectious_and_parasitic,819
1995,Population_and_vital_statistics,death_by_neoplasm,33265
1995,Population_and_vital_statistics,death_by_circulatory_system_disease,73797
1995,Population_and_vital_statistics,death_by_respitory_system_disease,6447
1995,Population_and_vital_statistics,death_by_digestive_system_disease,11822
1995,Population_and_vital_statistics,death_by_accidents,7596
1995,Population_and_vital_statistics,death_by_suicides,3369
1995,Population_and_vital_statistics,death_by_other,8316
1996,Population_and_vital_statistics,population_0101_000,10321
1996,Population_and_vital_statistics,live_birth_total,105272
1996,Population_and_vital_statistics,live_birth_000_inhabitant,10.2
1996,Population_and_vital_statistics,deaths_total,143130
1996,Population_and_vital_statistics,deaths_000_inhabitant,13.9
1996,Population_and_vital_statistics,natural_incr_decr_toal,-37858
1996,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.7
1996,Population_and_vital_statistics,infant_mortality_000_live_born,10.9
1996,Population_and_vital_statistics,marriages_total,48930
1996,Population_and_vital_statistics,marriages_000_inhabitant,4.7
1996,Population_and_vital_statistics,divorces_total,22590
1996,Population_and_vital_statistics,divorces_000_inhabitant,2.2
1996,Population_and_vital_statistics,abortion_total,76600
1996,Population_and_vital_statistics,abortion_000_live_birth,72.8
1996,Population_and_vital_statistics,fertitlity_rate_total,1.45
1996,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.06
1996,Population_and_vital_statistics,avg_life_expect_at_birth_F,74.70
1996,Population_and_vital_statistics,death_by_infectious_and_parasitic,785
1996,Population_and_vital_statistics,death_by_neoplasm,33876
1996,Population_and_vital_statistics,death_by_circulatory_system_disease,73980
1996,Population_and_vital_statistics,death_by_respitory_system_disease,6200
1996,Population_and_vital_statistics,death_by_digestive_system_disease,10023
1996,Population_and_vital_statistics,death_by_accidents,6925
1996,Population_and_vital_statistics,death_by_suicides,3438
1996,Population_and_vital_statistics,death_by_other,7903
1997,Population_and_vital_statistics,population_0101_000,10301
1997,Population_and_vital_statistics,live_birth_total,100350
1997,Population_and_vital_statistics,live_birth_000_inhabitant,9.8
1997,Population_and_vital_statistics,deaths_total,139434
1997,Population_and_vital_statistics,deaths_000_inhabitant,13.5
1997,Population_and_vital_statistics,natural_incr_decr_toal,-39084
1997,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.8
1997,Population_and_vital_statistics,infant_mortality_000_live_born,9.9
1997,Population_and_vital_statistics,marriages_total,46905
1997,Population_and_vital_statistics,marriages_000_inhabitant,4.6
1997,Population_and_vital_statistics,divorces_total,24992
1997,Population_and_vital_statistics,divorces_000_inhabitant,2.4
1997,Population_and_vital_statistics,abortion_total,74564
1997,Population_and_vital_statistics,abortion_000_live_birth,74.3
1997,Population_and_vital_statistics,fertitlity_rate_total,1.37
1997,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.35
1997,Population_and_vital_statistics,avg_life_expect_at_birth_F,75.08
1997,Population_and_vital_statistics,death_by_infectious_and_parasitic,731
1997,Population_and_vital_statistics,death_by_neoplasm,33837
1997,Population_and_vital_statistics,death_by_circulatory_system_disease,71309
1997,Population_and_vital_statistics,death_by_respitory_system_disease,5850
1997,Population_and_vital_statistics,death_by_digestive_system_disease,9936
1997,Population_and_vital_statistics,death_by_accidents,6596
1997,Population_and_vital_statistics,death_by_suicides,3214
1997,Population_and_vital_statistics,death_by_other,7961
1998,Population_and_vital_statistics,population_0101_000,10280
1998,Population_and_vital_statistics,live_birth_total,97301
1998,Population_and_vital_statistics,live_birth_000_inhabitant,9.5
1998,Population_and_vital_statistics,deaths_total,140870
1998,Population_and_vital_statistics,deaths_000_inhabitant,13.7
1998,Population_and_vital_statistics,natural_incr_decr_toal,-43569
1998,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-4.2
1998,Population_and_vital_statistics,infant_mortality_000_live_born,9.7
1998,Population_and_vital_statistics,marriages_total,44915
1998,Population_and_vital_statistics,marriages_000_inhabitant,4.4
1998,Population_and_vital_statistics,divorces_total,25763
1998,Population_and_vital_statistics,divorces_000_inhabitant,2.5
1998,Population_and_vital_statistics,abortion_total,68971
1998,Population_and_vital_statistics,abortion_000_live_birth,70.9
1998,Population_and_vital_statistics,fertitlity_rate_total,1.33
1998,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.14
1998,Population_and_vital_statistics,avg_life_expect_at_birth_F,75.18
1998,Population_and_vital_statistics,death_by_infectious_and_parasitic,717
1998,Population_and_vital_statistics,death_by_neoplasm,33951
1998,Population_and_vital_statistics,death_by_circulatory_system_disease,72403
1998,Population_and_vital_statistics,death_by_respitory_system_disease,5289
1998,Population_and_vital_statistics,death_by_digestive_system_disease,10488
1998,Population_and_vital_statistics,death_by_accidents,6575
1998,Population_and_vital_statistics,death_by_suicides,3247
1998,Population_and_vital_statistics,death_by_other,8200
1999,Population_and_vital_statistics,population_0101_000,10253
1999,Population_and_vital_statistics,live_birth_total,94645
1999,Population_and_vital_statistics,live_birth_000_inhabitant,9.2
1999,Population_and_vital_statistics,deaths_total,143210
1999,Population_and_vital_statistics,deaths_000_inhabitant,14.0
1999,Population_and_vital_statistics,natural_incr_decr_toal,-48565
1999,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-4.7
1999,Population_and_vital_statistics,infant_mortality_000_live_born,8.4
1999,Population_and_vital_statistics,marriages_total,45465
1999,Population_and_vital_statistics,marriages_000_inhabitant,4.4
1999,Population_and_vital_statistics,divorces_total,25605
1999,Population_and_vital_statistics,divorces_000_inhabitant,2.5
1999,Population_and_vital_statistics,abortion_total,65981
1999,Population_and_vital_statistics,abortion_000_live_birth,69.7
1999,Population_and_vital_statistics,fertitlity_rate_total,1.29
1999,Population_and_vital_statistics,avg_life_expect_at_birth_M,66.32
1999,Population_and_vital_statistics,avg_life_expect_at_birth_F,75.13
1999,Population_and_vital_statistics,death_by_infectious_and_parasitic,748
1999,Population_and_vital_statistics,death_by_neoplasm,34255
1999,Population_and_vital_statistics,death_by_circulatory_system_disease,73334
1999,Population_and_vital_statistics,death_by_respitory_system_disease,6208
1999,Population_and_vital_statistics,death_by_digestive_system_disease,10305
1999,Population_and_vital_statistics,death_by_accidents,6523
1999,Population_and_vital_statistics,death_by_suicides,3328
1999,Population_and_vital_statistics,death_by_other,8509
2000,Population_and_vital_statistics,population_0101_000,10222
2000,Population_and_vital_statistics,live_birth_total,97597
2000,Population_and_vital_statistics,live_birth_000_inhabitant,9.6
2000,Population_and_vital_statistics,deaths_total,135601
2000,Population_and_vital_statistics,deaths_000_inhabitant,13.3
2000,Population_and_vital_statistics,natural_incr_decr_toal,-38004
2000,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.7
2000,Population_and_vital_statistics,infant_mortality_000_live_born,9.2
2000,Population_and_vital_statistics,marriages_total,48110
2000,Population_and_vital_statistics,marriages_000_inhabitant,4.7
2000,Population_and_vital_statistics,divorces_total,23987
2000,Population_and_vital_statistics,divorces_000_inhabitant,2.3
2000,Population_and_vital_statistics,abortion_total,59249
2000,Population_and_vital_statistics,abortion_000_live_birth,60.7
2000,Population_and_vital_statistics,fertitlity_rate_total,1.33
2000,Population_and_vital_statistics,avg_life_expect_at_birth_M,67.11
2000,Population_and_vital_statistics,avg_life_expect_at_birth_F,75.59
2000,Population_and_vital_statistics,death_by_infectious_and_parasitic,659
2000,Population_and_vital_statistics,death_by_neoplasm,33679
2000,Population_and_vital_statistics,death_by_circulatory_system_disease,68873
2000,Population_and_vital_statistics,death_by_respitory_system_disease,5168
2000,Population_and_vital_statistics,death_by_digestive_system_disease,10047
2000,Population_and_vital_statistics,death_by_accidents,5875
2000,Population_and_vital_statistics,death_by_suicides,3269
2000,Population_and_vital_statistics,death_by_other,8031
2001,Population_and_vital_statistics,population_0101_000,10200
2001,Population_and_vital_statistics,live_birth_total,97047
2001,Population_and_vital_statistics,live_birth_000_inhabitant,9.5
2001,Population_and_vital_statistics,deaths_total,132183
2001,Population_and_vital_statistics,deaths_000_inhabitant,13.0
2001,Population_and_vital_statistics,natural_incr_decr_toal,-35136
2001,Population_and_vital_statistics,natural_incr_decr_000_inhabitant,-3.4
2001,Population_and_vital_statistics,infant_mortality_000_live_born,8.1
2001,Population_and_vital_statistics,marriages_total,43583
2001,Population_and_vital_statistics,marriages_000_inhabitant,4.3
2001,Population_and_vital_statistics,divorces_total,24391
2001,Population_and_vital_statistics,divorces_000_inhabitant,2.4
2001,Population_and_vital_statistics,abortion_total,56404
2001,Population_and_vital_statistics,abortion_000_live_birth,58.1
2001,Population_and_vital_statistics,fertitlity_rate_total,1.31
